depMapID,CCLE_ID,Name,Pathology,Site_Primary,Site_Subtype1,Site_Subtype2,Site_Subtype3,Histology,Hist_Subtype1,Hist_Subtype2,Hist_Subtype3,Gender,Life_Stage,Age,Race,Geo_Loc,inferred_ethnicity,Site_Of_Finding,Disease,Annotation_Source,Original.Source.of.Cell.Line,Characteristics,Growth.Medium,Supplements,Freezing.Medium,Doubling.Time.from.Vendor,Doubling.Time.Calculated.hrs,type,type_refined,PATHOLOGIST_ANNOTATION,mutRate,tcga_code
ACH-000124,OCILY19_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCI-LY-19,primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,NS,NS,female,,27.0,,,Caucasian,,germinal center B-cell-like (GCB) DLBCL,CCLE,DSMZ,SUSPENSION,alphaMEM+20%FBS,,5% DMSO,,51.1,lymphoma_DLBCL,lymphoma_DLBCL,Lymphoma:NH_B_cell,82.42671335,DLBC
ACH-000129,NCIH1341_LUNG,NCI-H1341,metastasis,lung,NS,NS,NS,carcinoma,small_cell_carcinoma,NS,NS,female,,,,,Caucasian,cervix,,CCLE,ATCC,Suspension,RPMI-1640   + 5% FBS,,10%DMSO,,131.8,lung_small_cell,lung_small_cell,Lung:SCLC,84.02451807,SCLC
ACH-000132,JHOS2_OVARY,JHOS-2,primary,ovary,NS,NS,NS,carcinoma,adenocarcinoma,NS,NS,female,,45.0,asian,,Asian,,,CCLE,RIKEN,,DMEM:F12 + 10% FBS,0.1 mM NEAA,5% DMSO,,133.4,ovary,ovary,Ovary:Carcinoma,121.5827559,OV
ACH-000136,CHP126_AUTONOMIC_GANGLIA,CHP-126,primary,autonomic_ganglia,NS,NS,NS,neuroblastoma,NS,NS,NS,female,,1.166666667,,,Caucasian,,neuroblastoma,CCLE,DSMZ,spheroidal cells growing as clumps in suspension; grows as semi-adherent monolayer on surfaces coated with poly-L-lysine,80% RPMI 1640 +20% h.i.FBS,,10%DMSO,~  100 hrs,,neuroblastoma,neuroblastoma,PNET:Neuroblastoma,80.1104476,NB
ACH-000137,8MGBA_CENTRAL_NERVOUS_SYSTEM,8-MG-BA,primary,central_nervous_system,frontal_lobe,NS,NS,glioma,astrocytoma_Grade_IV,glioblastoma_multiforme,NS,female,,54.0,african_american,,Caucasian,,,CCLE,DSMZ,Adherent,EMEM + 20% FBS,,5% DMSO,,43.0,glioma,glioma,CNS:Glioma_HighGrade,88.33759451,GBM
ACH-000138,CFPAC1_PANCREAS,CFPAC-1,metastasis,pancreas,NS,NS,NS,carcinoma,ductal_carcinoma,NS,NS,male,,26.0,caucasian,,Caucasian,liver,,CCLE,,mixed line  ~ 50-50,IMDM+10%fbs,,5%DMSO,,80.2,pancreas,pancreas,Pancreas:Carcinoma,79.90153548,PAAD
ACH-000139,PANC0327_PANCREAS,Panc 03.27,primary,pancreas,NS,NS,NS,carcinoma,ductal_carcinoma,NS,NS,female,,65.0,caucasian,,Caucasian,,,CCLE,ATCC,ADHERENT EPITHELIAL;,RPMI-1640+15% FBS,10 UNITS/ML INSULIN,5% DMSO,,85.9,pancreas,pancreas,Pancreas:Carcinoma,87.6416756,PAAD
ACH-000142,CAL29_URINARY_TRACT,CAL-29,primary,urinary_tract,bladder,NS,NS,carcinoma,transitional_cell_carcinoma,NS,NS,female,,80.0,,,Caucasian,,,CCLE,DSMZ,Adherent,DMEM +10 %FBS,,5% DMSO,,82.5,urinary_tract,urinary_tract,Bladder:Carcinoma,66.73799006,BLCA
ACH-000144,RERFGC1B_STOMACH,RERF-GC-1B,metastasis,stomach,NS,NS,NS,carcinoma,NS,NS,NS,male,,41.0,asian,japan,Asian,lymph_node,,CCLE,NIBRI,,,,,,,stomach,stomach,Gastric:Carcinoma,113.3381055,STAD
ACH-000145,SKLMS1_SOFT_TISSUE,SK-LMS-1,primary,soft_tissue,fibrous_tissue_and_uncertain_origin,vulva,NS,sarcoma,NS,NS,NS,female,,43.0,caucasian,,Caucasian,,,CCLE,NIBRI,,,,,,,soft_tissue,soft_tissue,,81.05910683,
ACH-000146,THP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,THP-1,primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,haematopoietic_neoplasm,acute_myeloid_leukaemia,M5,NS,male,pediatric,1.0,,,Asian,,acute_monocytic_leukemia,CCLE,NIBRI,,RPMI-1640 + 10% FBS,0.05 mM 2-mercaptoethanol,5%DMSO,,101.8,AML,AML,Leukemia:AML,149.7150398,LAML
ACH-000147,T47D_BREAST,T-47D,metastasis,breast,NS,NS,NS,carcinoma,ductal_carcinoma,NS,NS,female,,54.0,,,Caucasian,pleura,breast_cancer,CCLE,ATCC,Adherent epithelial,RPMI-1640 + 10% FBS,0.2 Units/ml bovine insulin,5%DMSO,,188.6,breast,breast,Breast:Carcinoma,89.96583328,BRCA
ACH-000148,HS578T_BREAST,Hs 578T,primary,breast,NS,NS,NS,carcinoma,ductal_carcinoma,NS,NS,female,,74.0,caucasian,,Caucasian,,breast_cancer,CCLE,ATCC,Adherent,DMEM +10 %FBS,,5%DMSO,,47.9,breast,breast,Breast:Carcinoma,93.3026384,BRCA
ACH-000149,SKNSH_AUTONOMIC_GANGLIA,SK-N-SH,metastasis,autonomic_ganglia,NS,NS,NS,neuroblastoma,NS,NS,NS,female,,4.0,,,Caucasian,bone_marrow,neuroblastoma,CCLE,ATCC,,EMEM+10% FBS,,5%DMSO,,50.6,neuroblastoma,neuroblastoma,PNET:Neuroblastoma,,NB
ACH-000151,JM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,JM1,primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,B_cell_lymphoma_unspecified,NS,NS,,,,,,Caucasian,,,CCLE,NIBRI,,,,,,,lymphoma_other,B-cell_ALL,Lymphoma:NH_B_cell,101.6673444,DLBC
ACH-000153,NCIH2052_PLEURA,NCI-H2052,metastasis,pleura,NS,NS,NS,mesothelioma,NS,NS,NS,male,,65.0,caucasian,,Caucasian,pleura,,CCLE,ATCC,adherent,RPMI-1640  +10 % FBS,,5% DMSO,,194.2,mesothelioma,mesothelioma,Lung:Mesothelioma,89.75888173,MESO
ACH-000155,SW1990_PANCREAS,SW 1990,primary,pancreas,NS,NS,NS,carcinoma,ductal_carcinoma,NS,NS,male,,56.0,caucasian,,Caucasian,,,CCLE,NIBRI,,,,,,,pancreas,pancreas,Pancreas:Carcinoma,103.2181425,PAAD
ACH-000157,A4FUK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,A4/Fuk,primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,NS,NS,female,,52.0,asian,,Asian,,,CCLE,JCRB,SUSPENSION,RPMI-10% FBS,,5% DMSO,,118.1,lymphoma_DLBCL,lymphoma_DLBCL,Lymphoma:NH_B_cell,116.4358582,DLBC
ACH-000159,OSRC2_KIDNEY,OS-RC-2,primary,kidney,NS,NS,NS,carcinoma,renal_cell_carcinoma,NS,NS,male,,,,,Asian,,,CCLE,RIKEN,epithelial-like,RPMI 1640 +10% FBS,,,,,kidney,kidney,Kidney:Carcinoma,96.71783566,KIRC
ACH-000161,CORL105_LUNG,COR-L105,primary,lung,NS,NS,NS,carcinoma,adenocarcinoma,NS,NS,male,,,caucasian,,Caucasian,,,CCLE,GNF,,,,,,,lung_NSC,lung_NSC,Lung:NSCLC_Adeno,86.52454761,LUAD
ACH-000162,GA10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,GA-10,primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,Burkitt_lymphoma,NS,NS,male,,41.0,caucasian,,Caucasian,,,CCLE,ATCC,"suspension, lymphoblast",RPMI-1640 + 10% FBS,,5%DMSO,,51.6,lymphoma_Burkitt,lymphoma_Burkitt,Lymphoma:NH_B_cell,91.70436082,DLBC
ACH-000168,NOMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,NOMO-1,primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,haematopoietic_neoplasm,acute_myeloid_leukaemia,M5,NS,female,,31.0,,,Asian,,,CCLE,HSRRB,,,,,,66.5,AML,AML,Leukemia:AML,120.1151389,LAML
ACH-000169,RD_SOFT_TISSUE,RD,primary,soft_tissue,striated_muscle,NS,NS,rhabdomyosarcoma,embryonal,NS,NS,female,,7.0,caucasian,,Caucasian,,,CCLE,ATCC,Adherent Spindle cells and large multinucleated cells,DMEM +10%FBS,,5%DMSO,,49.4,soft_tissue,soft_tissue,Soft_Tissue:Sarcoma_Rhabdoid,90.01144255,SARC
ACH-000171,VMRCRCZ_KIDNEY,VMRC-RCZ,primary,kidney,NS,NS,NS,carcinoma,renal_cell_carcinoma,NS,NS,,,,asian,,Caucasian,,,CCLE,HSRRB,Adherent,EMEM + 10% FBS,,5%DMSO,,73.6,kidney,kidney,Kidney:Carcinoma,84.80017445,KIRC
ACH-000174,CAL62_THYROID,CAL-62,primary,thyroid,NS,NS,NS,carcinoma,anaplastic_carcinoma,NS,NS,female,,70.0,,,Caucasian,,,CCLE,DSMZ,epithelial-like cells growing in monolayers,DMEM + 10% FBS,,10%DMSO,~  24 hrs,26.0,thyroid,thyroid,Thyroid:Carcinoma,89.02444689,THCA
ACH-000176,LOUNH91_LUNG,LOU-NH91,primary,lung,NS,NS,NS,carcinoma,squamous_cell_carcinoma,NS,NS,female,,64.0,,,Caucasian,,Lung Cancer,CCLE,DSMZ,ADHERENT OVOID TO EPITHELOID CELLS GROWING IN MONOLAYERS,RPMI-1640 + 20% FBS,2mM L-GLUTAMINE,5%DMSO,,101.6,lung_NSC,lung_NSC,Lung:NSCLC_Squamous,91.72271944,LUSC
ACH-000178,HS766T_PANCREAS,Hs 766T,metastasis,pancreas,NS,NS,NS,carcinoma,ductal_carcinoma,NS,NS,male,,46.0,caucasian,,Caucasian,,,CCLE,NIBRI,,,,,,,pancreas,pancreas,Pancreas:Carcinoma,74.11662251,PAAD
ACH-000181,SCC9_UPPER_AERODIGESTIVE_TRACT,SCC-9,primary,upper_aerodigestive_tract,mouth,tongue,NS,carcinoma,squamous_cell_carcinoma,NS,NS,male,,25.0,,,Caucasian,,head_neck_cancer,CCLE,NIBRI,,,,,,,upper_aerodigestive,upper_aerodigestive,Upper_Aerodigestive_Tract:Carcinoma,80.66946436,HNSC
ACH-000183,L363_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,L-363,primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,plasma_cell_myeloma,NS,NS,female,,36.0,,,Caucasian,,plasma_cell_leukemia,CCLE,DSMZ,SUSPENSION,RPMI-1640+ 15% FBS,,,,60.54,multiple_myeloma,multiple_myeloma,Lymphoma:Multiple_Myeloma,92.88219793,MM
ACH-000186,NCIH2444_LUNG,NCI-H2444,primary,lung,NS,NS,NS,carcinoma,non_small_cell_carcinoma,NS,NS,male,,,,,Caucasian,,,CCLE,ATCC,Adherent,RPMI-1640+10% FBS,,5%DMSO,,116.0,lung_NSC,lung_NSC,Lung:NSCLC_Others,84.93713188,UNABLE TO CLASSIFY
ACH-000187,CORL311_LUNG,COR-L311,primary,lung,NS,NS,NS,carcinoma,small_cell_carcinoma,NS,NS,male,,63.0,,,Caucasian,,,CCLE,ECACC,"Large irregular aggregates, difficult to count",RPMI+10%FBS,2Mm L-Glutamine,?,,112.1,lung_small_cell,lung_small_cell,Lung:SCLC,100.2513257,SCLC
ACH-000188,SCC25_UPPER_AERODIGESTIVE_TRACT,SCC-25,primary,upper_aerodigestive_tract,mouth,tongue,NS,carcinoma,squamous_cell_carcinoma,NS,NS,male,,70.0,,,Caucasian,,,CCLE,NIBRI,,,,,,,upper_aerodigestive,upper_aerodigestive,Upper_Aerodigestive_Tract:Carcinoma,99.74078602,HNSC
ACH-000189,RCC10RGB_KIDNEY,RCC10RGB,primary,kidney,NS,NS,NS,carcinoma,renal_cell_carcinoma,NS,NS,male,,,asian,,Asian,,,CCLE,RIKEN,ADHERENT; EPITHELIAL-LIKE,DMEM+10% FBS,,5%DMSO,,122.9,kidney,kidney,Kidney:Carcinoma,130.9359681,KIRC
ACH-000190,HDMYZ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,HD-MY-Z,metastasis,haematopoietic_and_lymphoid_tissue,lymph_node,NS,NS,lymphoid_neoplasm,Hodgkin_lymphoma,NS,NS,,,29.0,,,Caucasian,pleura,,CCLE,,Variable morphology,RPMI-1640+10% FBS,,5%DMSO,,43.6,lymphoma_Hodgkin,lymphoma_Hodgkin,Lymphoma:Hodgkin,105.1129182,
ACH-000191,BHT101_THYROID,BHT-101,metastasis,thyroid,NS,NS,NS,carcinoma,anaplastic_carcinoma,NS,NS,female,,63.0,,,Caucasian,lymph_node,,CCLE,DSMZ,epithelial- like cells growing in monolayers,80% Dulbecco's MEM +20% h.i. FBS +0.5% human serum (+0.005 lu/ml TSH +5ug/ml human insulin-cells grow also without these latter supplements),0.5%human serum(+0.005,10%DMSO,~  2-3 days,38.5,thyroid,thyroid,Thyroid:Carcinoma,103.9713223,THCA
ACH-000192,MFE280_ENDOMETRIUM,MFE-280,primary,endometrium,NS,NS,NS,carcinoma,adenocarcinoma,NS,NS,female,,77.0,,,Caucasian,,recurrent_endometrial_carcinoma,CCLE,NIBRI,,,,,,,endometrium,endometrium,Endometrium:Carcinoma,86.69118242,UCEC
ACH-000193,KARPAS620_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KARPAS-620,primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,plasma_cell_myeloma,NS,NS,female,,77.0,,,Caucasian,,plasma_cell_leukemia,CCLE,DSMZ,single round to polymorph cells growing in suspension,80%RPMI-1640+20% FBS,,10%DMSO,60 hrs,67.6,multiple_myeloma,multiple_myeloma,Lymphoma:Multiple_Myeloma,86.34912544,MM
ACH-000196,HCC1599_BREAST,HCC1599,primary,breast,NS,NS,NS,carcinoma,ductal_carcinoma,NS,NS,female,,44.0,caucasian,,Caucasian,,,CCLE,ATCC,"suspension, multicell aggregates",RPMI-1640+10% FBS,,5%DMSO,,179.8,breast,breast,Breast:Carcinoma,78.58675429,BRCA
ACH-000197,TALL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,TALL-1,primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,acute_lymphoblastic_T_cell_leukaemia,NS,NS,male,,28.0,,,,,,CCLE,NIBRI,,,,,,83.1,T-cell_ALL,T-cell_ALL,Leukemia:ALL,139.2167544,ALL
ACH-000198,EOL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,EOL-1,primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,haematopoietic_neoplasm,acute_myeloid_leukaemia,M5,NS,male,,33.0,,,Caucasian,,,CCLE,DSMZ,"(relatively small) round cells growing in suspention, singly or in small clusters",90% RPMI 1640 +10% h.i. FBS,,,~  60 hrs,64.5,AML,AML,Leukemia:AML,93.78945683,LAML
ACH-000200,NMCG1_CENTRAL_NERVOUS_SYSTEM,NMC-G1,primary,central_nervous_system,brain,NS,NS,glioma,NS,NS,NS,,,,,,Asian,,,CCLE,HSSRB,Adherent,DMEM +10%FBS,,5% DMSO,,137.9,glioma,glioma,CNS:Glioma,99.42966602,LGG
ACH-000201,A204_SOFT_TISSUE,A-204,primary,soft_tissue,striated_muscle,NS,NS,rhabdoid_tumour,NS,NS,NS,female,pediatric,1.0,,,Caucasian,,,CCLE,NIBRI,,,,,,,soft_tissue,soft_tissue,Soft_Tissue:Sarcoma_Rhabdoid,92.67187107,SARC
ACH-000204,LP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,LP-1,primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,plasma_cell_myeloma,NS,NS,female,,56.0,,,Caucasian,,multiple_myeloma,CCLE,HSRRB,Supsension,IMDM + 20% FBS,,5% DMSO,,127.7,multiple_myeloma,multiple_myeloma,Lymphoma:Multiple_Myeloma,90.81465525,MM
ACH-000207,DETROIT562_UPPER_AERODIGESTIVE_TRACT,Detroit 562,metastasis,upper_aerodigestive_tract,pharynx,NS,NS,carcinoma,NS,NS,NS,female,adult,,caucasian,,Caucasian,pleura,,CCLE,ATCC,,,,5%DMSO,,60.6,upper_aerodigestive,upper_aerodigestive,Upper_Aerodigestive_Tract:Carcinoma,92.96836238,HNSC
ACH-000210,CADOES1_BONE,CADO-ES1,metastasis,bone,NS,NS,NS,Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour,NS,NS,NS,female,,19.0,asian,japan,Asian,pleura,Ewings_sarcoma,CCLE,DSMZ,round or fusiform cells growing in clumps as adherent or semi-adherent multicellular spheroids,90% RPMI 1640 +10% h.i.FBS,,10%DMSO,~ 35 hrs,103.9,Ewings_Sarcoma,Ewings_sarcoma,Bone:Sarcoma_Ewing,129.370936,SARC
ACH-000211,DAOY_CENTRAL_NERVOUS_SYSTEM,Daoy,primary,central_nervous_system,brain,NS,NS,primitive_neuroectodermal_tumour-medulloblastoma,NS,NS,NS,male,,4.0,caucasian,,Caucasian,,,CCLE,NIBRI,adherent polygonal,EMEM+10%FBS,,5%DMSO,34hrs,40.8,medulloblastoma,medulloblastoma,CNS:Medulloblastoma,92.55663852,MB
ACH-000212,CAL120_BREAST,CAL-120,metastasis,breast,NS,NS,NS,carcinoma,NS,NS,NS,female,,43.0,,,Caucasian,pleura,breast_cancer,CCLE,DSMZ,"ADHERENT CELLS, GROWING IN MONOLAYERS",DMEM+ 10% FBS,,5% DMSO,,52.4,breast,breast,Breast:Carcinoma,99.29632008,BRCA
ACH-000213,HUPT4_PANCREAS,HUP-T4,metastasis,pancreas,NS,NS,NS,carcinoma,NS,NS,NS,male,,60.0,asian,japan,Asian,ascites,,CCLE,DSMZ,mixed,MEM + 10 % FBS,,5%DMSO,,440.0,pancreas,pancreas,Pancreas:Carcinoma,144.7327222,PAAD
ACH-000217,JHH6_LIVER,JHH-6,primary,liver,NS,NS,NS,carcinoma,hepatocellular_carcinoma,NS,NS,female,,57.0,asian,japan,Asian,,,CCLE,HSRRB,Adherent,Williams E Medium + 10%FBS,,5%DMSO,,156.8,liver,liver,Liver:HCC,145.2749828,LIHC
ACH-000218,PL21_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PL-21,primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,haematopoietic_neoplasm,acute_myeloid_leukaemia,M3,NS,male,,24.0,,,Asian,,,CCLE,DSMZ,single cells in suspention; cells have a rather monoblastic morphology  without the typical APL granules,80% RPMI 1640 +20% h.i. FBs,,,~ 50 hrs,72.8,AML,AML,Leukemia:AML,141.5984896,LAML
ACH-000219,A375_SKIN,A-375,primary,skin,NS,NS,NS,malignant_melanoma,NS,NS,NS,female,,54.0,,,Caucasian,,,CCLE,ATCC,Adherent,DMEM +10%FBS,,5%DMSO,,30.8,melanoma,melanoma,Skin:Melanoma,150.0581377,SKCM
ACH-000221,SNU398_LIVER,SNU-398,primary,liver,NS,NS,NS,carcinoma,hepatocellular_carcinoma,NS,NS,male,,42.0,asian,korea,Asian,,,CCLE,NIBRI,,,,,,,liver,liver,Liver:HCC,127.2397008,LIHC
ACH-000222,ASPC1_PANCREAS,AsPC-1,metastasis,pancreas,NS,NS,NS,carcinoma,ductal_carcinoma,NS,NS,female,,62.0,caucasian,,Caucasian,ascites,pancreatic_cancer,CCLE,ATCC,Adherent,RPMI-1640 10% FBS +1 mM Sodium pyruvate,,5%DMSO,,171.5,pancreas,pancreas,Pancreas:Carcinoma,88.07978724,PAAD
ACH-000223,HCC1937_BREAST,HCC1937,primary,breast,NS,NS,NS,carcinoma,ductal_carcinoma,NS,NS,female,,24.0,caucasian,,Caucasian,,ductal_carcinoma,CCLE,ATCC,adherent; line grows as large epithelial cells with tendency to float at high cell  densitites,RPMI-1640+10% FBS,,5%DMSO,,88.8,breast,breast,Breast:Carcinoma,82.85897134,BRCA
ACH-000225,ECC12_STOMACH,ECC12,metastasis,stomach,NS,NS,NS,carcinoma,small_cell_adenocarcinoma,NS,NS,male,,63.0,,,Asian,NS,,CCLE,Riken,Adherent,RPMI-1640+10% FBS,,5% DMSO,,95.9,stomach,stomach,Gastric:Carcinoma,113.5833254,STAD
ACH-000226,SUPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SUP-M2,metastasis,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,anaplastic_large_cell_lymphoma,NS,NS,female,,5.0,,,Caucasian,cerebrospinal_fluid,,CCLE,DSMZ,round cells growing singly or in clumps in suspension,RPMI-1640+ 20% FBS,,5% DMSO,40-50hrs,62.3,lymphoma_other,T-cell_lymphoma_other,Lymphoma:NH_T_cell,107.1948767,
ACH-000227,KPNYN_AUTONOMIC_GANGLIA,KP-N-YN,metastasis,autonomic_ganglia,NS,NS,NS,neuroblastoma,NS,NS,NS,male,,2.0,,,Asian,lymph_node,neuroblastoma,CCLE,HSSRB,adherent,RPMI-1640 + 10% FBS,,10%DMSO,,153.8,neuroblastoma,neuroblastoma,PNET:Neuroblastoma,131.5423981,NB
ACH-000228,BICR31_UPPER_AERODIGESTIVE_TRACT,BICR 31,primary,upper_aerodigestive_tract,mouth,tongue,NS,carcinoma,squamous_cell_carcinoma,NS,NS,male,,,caucasian,,Caucasian,,,CCLE,ECACC,"adherent; epithelial, keratinocyte",DMEM+20% FBS,"2mM L-glutamine, 0.4ug/ml hydrocortisone",5%DMSO,,77.7,upper_aerodigestive,upper_aerodigestive,Upper_Aerodigestive_Tract:Carcinoma,90.85145988,HNSC
ACH-000231,KALS1_CENTRAL_NERVOUS_SYSTEM,KALS-1,primary,central_nervous_system,brain,NS,NS,glioma,NS,NS,NS,female,,,,,Asian,,,CCLE,HSSRB,Biporar polyglonal,RPMI1640+10%FBS,,10%DMSO,,56.9,glioma,glioma,CNS:Glioma,129.4083436,LGG
ACH-000232,U251MG_CENTRAL_NERVOUS_SYSTEM,U-251 MG,primary,central_nervous_system,brain,NS,NS,glioma,astrocytoma,NS,NS,male,,,,,Caucasian,,Brain Cancer,CCLE,GNF,,,,,,,glioma,glioma,CNS:Glioma,78.37300866,GBM
ACH-000233,DEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,DEL,metastasis,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,NS,NS,NS,male,,12.0,,,Caucasian,pleura,,CCLE,DSMZ,"Grows often in cluster in suspention, most cells are polygonal ( some cells are round)",90% RPMI 1640 +10% h.i.FBS,,,~  30 hrs,81.1,lymphoma_other,T-cell_lymphoma_other,Lymphoma:NH_T_cell,105.7726022,
ACH-000235,PANC0403_PANCREAS,Panc 04.03,primary,pancreas,NS,NS,NS,carcinoma,NS,NS,NS,male,,70.0,caucasian,,Caucasian,,,CCLE,ATCC,Adherent Epithelial,RPMI1640+15%FBS,20 Units/ml human recombinant insuline,5%DMSO,,39.4,pancreas,pancreas,Pancreas:Carcinoma,102.7035533,PAAD
ACH-000236,SW1417_LARGE_INTESTINE,SW1417,primary,large_intestine,colon,sigmoid,NS,carcinoma,adenocarcinoma,NS,NS,female,,53.0,caucasian,,Caucasian,,,CCLE,NIBRI,,,,,,,colorectal,colorectal,Colorectal:Carcinoma,93.40282504,COAD/READ
ACH-000238,SCC4_UPPER_AERODIGESTIVE_TRACT,SCC-4,primary,upper_aerodigestive_tract,mouth,tongue,NS,carcinoma,squamous_cell_carcinoma,NS,NS,male,,55.0,,,Caucasian,,,CCLE,NIBRI,,,,,,,upper_aerodigestive,upper_aerodigestive,Upper_Aerodigestive_Tract:Carcinoma,97.45092224,HNSC
ACH-000242,RT4_URINARY_TRACT,RT4,primary,urinary_tract,bladder,NS,NS,carcinoma,transitional_cell_carcinoma,papillary_transitional_cell_carcinoma,NS,male,,63.0,caucasian,,Caucasian,,,CCLE,ATCC,Adherent epithelial,McCoy's 5A +10%,,5%DMSO,,103.6,urinary_tract,urinary_tract,Bladder:Carcinoma,89.00340325,BLCA
ACH-000243,DANG_PANCREAS,DAN-G,primary,pancreas,NS,NS,NS,carcinoma,NS,NS,NS,,,,,,Caucasian,,Pancreatic Cancer,CCLE,DSMZ,ADHERENT EPITHELOID CELLS GROWING IN MONOLAYERS,RPMI-1640+ 10%FBS,,5% DMSO,33 hrs,43.3,pancreas,pancreas,Pancreas:Carcinoma,90.38433048,PAAD
ACH-000244,DKMG_CENTRAL_NERVOUS_SYSTEM,DK-MG,primary,central_nervous_system,parietal_lobe,NS,NS,glioma,astrocytoma_Grade_IV,glioblastoma_multiforme,NS,female,,67.0,,,Caucasian,,,CCLE,DSMZ,"SPINDLE, FIBROBLAST-LIKE CELLS GROWING MOSTLY ADHERENT AS MONOLAYER",RPMI-1640+10% FBS,2mM l-GLUTAMINE,5% DMSO,50 hrs,77.7,glioma,glioma,CNS:Glioma_HighGrade,73.93675728,GBM
ACH-000245,BL41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,BL-41,primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,Burkitt_lymphoma,NS,NS,male,,8.0,caucasian,,Caucasian,,,CCLE,DSMZ,Adherent,RPMI + 10 % FBS,,5%DMSO,,25.5,lymphoma_Burkitt,lymphoma_Burkitt,Lymphoma:NH_B_cell,84.59612727,DLBC
ACH-000247,OCUM1_STOMACH,OCUM-1,primary,stomach,NS,NS,NS,carcinoma,diffuse_adenocarcinoma,NS,NS,female,,38.0,asian,japan,Asian,,,CCLE,NIBRI,,,,,,,stomach,stomach,Gastric:Carcinoma,133.8681685,STAD
ACH-000248,AU565_BREAST,AU565,metastasis,breast,NS,NS,NS,carcinoma,NS,NS,NS,female,,43.0,caucasian,,Caucasian,pleura,breast_cancer,CCLE,ATCC,Adherenet,RPMI 1640 + 10%FBS,,5% DMSO,,74.1,breast,breast,Breast:Carcinoma,223.3824299,BRCA
ACH-000249,CL11_LARGE_INTESTINE,CL-11,primary,large_intestine,colon,NS,NS,carcinoma,adenocarcinoma,NS,NS,,,,,,Caucasian,,,CCLE,DSMZ,adherent epitheloid cells growing in monolayers and forming islets,80% mixture of Ham's F12 + Dulbecco's MEM (at 1:1) +20% h.i FBS,,10%DMSO,~ 3-4 days,98.8,colorectal,colorectal,Colorectal:Carcinoma,94.32458717,COAD/READ
ACH-000250,KMRC20_KIDNEY,KMRC-20,primary,kidney,NS,NS,NS,carcinoma,renal_cell_carcinoma,NS,NS,,,,,,Asian,,,CCLE,HSSRB,ADHERENT,DMEM+10% FBS,,5%DMSO,,65.0,kidney,kidney,Kidney:Carcinoma,148.6365519,KIRC
ACH-000252,LS1034_LARGE_INTESTINE,LS1034,primary,large_intestine,caecum,NS,NS,carcinoma,adenocarcinoma,NS,NS,male,,54.0,caucasian,,Caucasian,,,CCLE,ATCC,adherent epithelial,RPMI-1640+ 10% FBS,,5% DMSO,,93.9,colorectal,colorectal,Colorectal:Carcinoma,80.78238474,COAD/READ
ACH-000254,SCC15_UPPER_AERODIGESTIVE_TRACT,SCC-15,primary,upper_aerodigestive_tract,mouth,tongue,NS,carcinoma,squamous_cell_carcinoma,NS,NS,male,,55.0,,,Caucasian,,,CCLE,NIBRI,,,,,,,upper_aerodigestive,upper_aerodigestive,Upper_Aerodigestive_Tract:Carcinoma,98.65716635,HNSC
ACH-000257,CORL279_LUNG,COR-L279,metastasis,lung,NS,NS,NS,carcinoma,small_cell_carcinoma,NS,NS,male,,63.0,,,Caucasian,lymph_node,,CCLE,ECACC,,,,,,,lung_small_cell,lung_small_cell,Lung:SCLC,82.96418803,SCLC
