depMapID,Name,Pathology,Histology,type,PATHOLOGIST_ANNOTATION,tcga_code,id,xref_NCIt_ID,xref_NCIt_name,NCIt_BMGC_ID,NCIt_BMGC_name,xref_ORDO_ID,xref_ORDO_name,ORDO_BMGC_ID,ORDO_BMGC_name
ACH-000247,OCUM-1,primary,carcinoma,stomach,Gastric:Carcinoma,STAD,CVCL_3084,NCIt:C5250,Gastric signet ring cell adenocarcinoma,BMGC_DS09085,gastric signet ring cell adenocarcinoma,,,,
ACH-000248,AU565,metastasis,carcinoma,breast,Breast:Carcinoma,BRCA,CVCL_1074,NCIt:C5214,Breast adenocarcinoma,BMGC_DS07814,breast adenocarcinoma,,,,
ACH-000249,CL-11,primary,carcinoma,colorectal,Colorectal:Carcinoma,COAD/READ,CVCL_1978,NCIt:C4349,Colon adenocarcinoma,BMGC_DS05624,colon adenocarcinoma,,,,
ACH-000250,KMRC-20,primary,carcinoma,kidney,Kidney:Carcinoma,KIRC,CVCL_2986,NCIt:C4033,Clear cell renal cell carcinoma,BMGC_DS05359,clear cell renal cell carcinoma,ORDO:Orphanet_319276,Clear cell renal carcinoma,BMGC_DS05359,clear cell renal carcinoma
ACH-000252,LS1034,primary,carcinoma,colorectal,Colorectal:Carcinoma,COAD/READ,CVCL_1382,NCIt:C5543,Cecum adenocarcinoma,BMGC_DS08517,cecum adenocarcinoma,,,,
ACH-000254,SCC-15,primary,carcinoma,upper_aerodigestive,Upper_Aerodigestive_Tract:Carcinoma,HNSC,CVCL_1681,NCIt:C4648,Tongue squamous cell carcinoma,BMGC_DS06143,tongue squamous cell carcinoma,ORDO:Orphanet_457252,Squamous cell carcinoma of the oral tongue,,
ACH-000257,COR-L279,metastasis,carcinoma,lung_small_cell,Lung:SCLC,SCLC,CVCL_1140,NCIt:C4917,Lung small cell carcinoma,BMGC_DS02887,lung small cell carcinoma,ORDO:Orphanet_70573,Small cell lung cancer,,
ACH-000258,DU4475,metastasis,carcinoma,breast,Breast:Carcinoma,BRCA,CVCL_1183,NCIt:C4872,Breast carcinoma,BMGC_DS07015,breast carcinoma,,,,
ACH-000260,SK-N-AS,primary,neuroblastoma,neuroblastoma,PNET:Neuroblastoma,NB,CVCL_1700,NCIt:C3270,Neuroblastoma,BMGC_DS01722,neuroblastoma,ORDO:Orphanet_635,Neuroblastoma,BMGC_DS01722,neuroblastoma
ACH-000264,Calu-6,primary,carcinoma,lung_NSC,Lung:NSCLC_Others,LUAD,CVCL_0236,NCIt:C3512,Lung adenocarcinoma,BMGC_DS02944,lung adenocarcinoma,,,,
ACH-000267,HDLM-2,metastasis,lymphoid_neoplasm,lymphoma_Hodgkin,Lymphoma:Hodgkin,,CVCL_0009,NCIt:C9357,Hodgkin lymphoma,,,ORDO:Orphanet_98293,Hodgkin lymphoma,,
ACH-000269,AM-38,primary,glioma,glioma,CNS:Glioma_HighGrade,GBM,CVCL_1070,NCIt:C3058,Glioblastoma,BMGC_DS00965,glioblastoma,ORDO:Orphanet_360,Glioblastoma,BMGC_DS00965,glioblastoma
ACH-000270,HPAC,primary,carcinoma,pancreas,Pancreas:Carcinoma,PAAD,CVCL_3517,NCIt:C8294,Pancreatic adenocarcinoma,BMGC_DS05421,pancreatic adenocarcinoma,,,,
ACH-000271,SU-DHL-10,metastasis,lymphoid_neoplasm,lymphoma_DLBCL,Lymphoma:NH_B_cell,DLBC,CVCL_1889,NCIt:C36080,Diffuse large B-cell lymphoma germinal center B-cell type,,,ORDO:Orphanet_544,Diffuse large B-cell lymphoma,BMGC_DS02693,diffuse large B-cell lymphoma
ACH-000273,SF539,primary,glioma,glioma,CNS:Glioma_HighGrade,LGG,CVCL_1691,NCIt:C3796,Gliosarcoma,BMGC_DS04111,gliosarcoma,ORDO:Orphanet_251576,Gliosarcoma,BMGC_DS04111,gliosarcoma
ACH-000276,HCC38,primary,carcinoma,breast,Breast:Carcinoma,BRCA,CVCL_1267,NCIt:C4017,Breast ductal carcinoma,BMGC_DS08035,breast ductal carcinoma,,,,
ACH-000277,HCC1419,primary,carcinoma,breast,Breast:Carcinoma,BRCA,CVCL_1251,NCIt:C4017,Breast ductal carcinoma,BMGC_DS08035,breast ductal carcinoma,,,,
ACH-000281,KP-2,primary,carcinoma,pancreas,Pancreas:Carcinoma,PAAD,CVCL_3004,NCIt:C207229,Pancreatic carcinoma,BMGC_DS04293,pancreatic carcinoma,,,,
ACH-000282,NCI-H1755,metastasis,carcinoma,lung_NSC,Lung:NSCLC_Adeno,LUAD,CVCL_1492,NCIt:C3512,Lung adenocarcinoma,BMGC_DS02944,lung adenocarcinoma,,,,
ACH-000287,NU-DUL-1,metastasis,lymphoid_neoplasm,lymphoma_other,Lymphoma:NH_B_cell,DLBC,CVCL_1877,NCIt:C36081,Diffuse large B-cell lymphoma activated B-cell type,,,ORDO:Orphanet_544,Diffuse large B-cell lymphoma,BMGC_DS02693,diffuse large B-cell lymphoma
ACH-000288,BT-549,primary,carcinoma,breast,,BRCA,CVCL_1092,NCIt:C4194,Invasive breast carcinoma of no special type,,,,,,
ACH-000290,NCI-H209,metastasis,carcinoma,lung_small_cell,Lung:SCLC,SCLC,CVCL_1525,NCIt:C4917,Lung small cell carcinoma,BMGC_DS02887,lung small cell carcinoma,ORDO:Orphanet_70573,Small cell lung cancer,,
ACH-000291,OV-90,metastasis,carcinoma,ovary,Ovary:Carcinoma,OV,CVCL_3768,NCIt:C7700,Ovarian adenocarcinoma,BMGC_DS07934,ovarian adenocarcinoma,ORDO:Orphanet_213504,Adenocarcinoma of ovary,,
ACH-000292,NCI-H841,metastasis,carcinoma,lung_small_cell,Lung:SCLC,SCLC,CVCL_1595,NCIt:C183115,Thoracic SMARCA4-deficient undifferentiated tumor,,,,,,
ACH-000293,KLE,primary,carcinoma,endometrium,Endometrium:Carcinoma,UCEC,CVCL_1329,NCIt:C39749,Type II endometrial adenocarcinoma,,,,,,
ACH-000295,EM-2,primary,haematopoietic_neoplasm,CML,Leukemia:CML,LCML,CVCL_1196,NCIt:C7320,"Childhood chronic myelogenous leukemia, BCR-ABL1 positive",,,ORDO:Orphanet_521,Chronic myeloid leukemia,BMGC_DS01409,chronic myeloid leukemia
ACH-000298,NCI-H2029,metastasis,carcinoma,lung_small_cell,Lung:SCLC,SCLC,CVCL_1516,NCIt:C4917,Lung small cell carcinoma,BMGC_DS02887,lung small cell carcinoma,ORDO:Orphanet_70573,Small cell lung cancer,,
ACH-000301,LAMA-84,primary,haematopoietic_neoplasm,CML,Leukemia:CML,LCML,CVCL_0388,NCIt:C3174,"Chronic myelogenous leukemia, BCR-ABL1 positive",BMGC_DS01409,"chronic myelogenous leukemia, BCR-ABL1 positive",ORDO:Orphanet_521,Chronic myeloid leukemia,BMGC_DS01409,chronic myeloid leukemia
ACH-000303,SNU-5,metastasis,carcinoma,stomach,Gastric:Carcinoma,STAD,CVCL_0078,NCIt:C4004,Gastric adenocarcinoma,BMGC_DS05289,gastric adenocarcinoma,,,,
ACH-000305,EC-GI-10,primary,carcinoma,esophagus,Oesophagus:Carcinoma,ESCA,CVCL_1187,NCIt:C4024,Esophageal squamous cell carcinoma,BMGC_DS05334,esophageal squamous cell carcinoma,ORDO:Orphanet_99977,Squamous cell carcinoma of the esophagus,,
ACH-000308,EFO-21,metastasis,carcinoma,ovary,Ovary:Carcinoma,OV,CVCL_0029,NCIt:C7978,Ovarian serous cystadenocarcinoma,BMGC_DS05345,ovarian serous cystadenocarcinoma,,,,
ACH-000309,SK-LU-1,primary,carcinoma,lung_NSC,Lung:NSCLC_Adeno,LUAD,CVCL_0629,NCIt:C3512,Lung adenocarcinoma,BMGC_DS02944,lung adenocarcinoma,,,,
ACH-000311,NCI-H2122,metastasis,carcinoma,lung_NSC,Lung:NSCLC_Adeno,LUAD,CVCL_1531,NCIt:C3512,Lung adenocarcinoma,BMGC_DS02944,lung adenocarcinoma,,,,
ACH-000318,TE-10,primary,carcinoma,esophagus,Oesophagus:Carcinoma,ESCA,CVCL_1760,NCIt:C4024,Esophageal squamous cell carcinoma,BMGC_DS05334,esophageal squamous cell carcinoma,ORDO:Orphanet_99977,Squamous cell carcinoma of the esophagus,,
ACH-000319,MPP 89,metastasis,mesothelioma,mesothelioma,Lung:Mesothelioma,MESO,CVCL_1427,NCIt:C45662,Pleural epithelioid mesothelioma,,,ORDO:Orphanet_50251,Pleural mesothelioma,BMGC_DS09237,pleural mesothelioma
ACH-000320,PSN1,primary,carcinoma,pancreas,Pancreas:Carcinoma,PAAD,CVCL_1644,NCIt:C8294,Pancreatic adenocarcinoma,BMGC_DS05421,pancreatic adenocarcinoma,,,,
ACH-000322,HT-144,metastasis,malignant_melanoma,melanoma,Skin:Melanoma,SKCM,CVCL_0318,NCIt:C3224,Melanoma,BMGC_DS01559,melanoma,,,,
ACH-000323,42-MG-BA,primary,glioma,glioma,CNS:Glioma_HighGrade,GBM,CVCL_1798,NCIt:C3058,Glioblastoma,BMGC_DS00965,glioblastoma,ORDO:Orphanet_360,Glioblastoma,BMGC_DS00965,glioblastoma
ACH-000326,JURL-MK1,primary,haematopoietic_neoplasm,CML,Leukemia:CML,LCML,CVCL_2086,NCIt:C3174,"Chronic myelogenous leukemia, BCR-ABL1 positive",BMGC_DS01409,"chronic myelogenous leukemia, BCR-ABL1 positive",ORDO:Orphanet_521,Chronic myeloid leukemia,BMGC_DS01409,chronic myeloid leukemia
ACH-000327,NCI-H1395,primary,carcinoma,lung_NSC,Lung:NSCLC_Adeno,LUAD,CVCL_1467,NCIt:C3512,Lung adenocarcinoma,BMGC_DS02944,lung adenocarcinoma,,,,
ACH-000329,CCF-STTG1,primary,glioma,glioma,CNS:Glioma,GBM,CVCL_1118,NCIt:C60781,Astrocytoma,BMGC_DS20147,Astrocytoma,ORDO:Orphanet_94,Astrocytoma,BMGC_DS20147,Astrocytoma
ACH-000330,EFM-19,metastasis,carcinoma,breast,Breast:Carcinoma,BRCA,CVCL_0253,NCIt:C4017,Breast ductal carcinoma,BMGC_DS08035,breast ductal carcinoma,,,,
ACH-000332,YAPC,metastasis,carcinoma,pancreas,Pancreas:Carcinoma,PAAD,CVCL_1794,NCIt:C207229,Pancreatic carcinoma,BMGC_DS04293,pancreatic carcinoma,,,,
ACH-000334,DB,metastasis,lymphoid_neoplasm,lymphoma_DLBCL,Lymphoma:NH_B_cell,DLBC,CVCL_1168,NCIt:C36080,Diffuse large B-cell lymphoma germinal center B-cell type,,,ORDO:Orphanet_544,Diffuse large B-cell lymphoma,BMGC_DS02693,diffuse large B-cell lymphoma
ACH-000335,MSTO-211H,metastasis,mesothelioma,mesothelioma,Lung:Mesothelioma,MESO,CVCL_1430,NCIt:C45665,Pleural biphasic mesothelioma,,,ORDO:Orphanet_50251,Pleural mesothelioma,BMGC_DS09237,pleural mesothelioma
ACH-000341,SK-N-FI,metastasis,neuroblastoma,neuroblastoma,PNET:Neuroblastoma,NB,CVCL_1702,NCIt:C3270,Neuroblastoma,BMGC_DS01722,neuroblastoma,ORDO:Orphanet_635,Neuroblastoma,BMGC_DS01722,neuroblastoma
ACH-000343,NCI-H522,primary,carcinoma,lung_NSC,Lung:NSCLC_Adeno,LUAD,CVCL_1567,NCIt:C3512,Lung adenocarcinoma,BMGC_DS02944,lung adenocarcinoma,,,,
ACH-000345,KP-N-RT-BM-1,metastasis,neuroblastoma,neuroblastoma,PNET:Neuroblastoma,NB,CVCL_1339,NCIt:C4827,Adrenal gland neuroblastoma,BMGC_DS06911,adrenal gland neuroblastoma,ORDO:Orphanet_635,Neuroblastoma,BMGC_DS01722,neuroblastoma
ACH-000346,JVM-3,primary,lymphoid_neoplasm,lymphoma_other,Leukemia:CLL,CLL,CVCL_1320,NCIt:C4753,B-cell prolymphocytic leukemia,,,ORDO:Orphanet_86852,B-cell prolymphocytic leukemia,,
ACH-000347,QGP-1,primary,carcinoma,pancreas,Pancreas:Carcinoma,PAAD,CVCL_3143,NCIt:C95595,Pancreatic somatostatinoma,BMGC_DS09199,pancreatic somatostatinoma,ORDO:Orphanet_97283,Somatostatinoma,BMGC_DS02317,somatostatinoma
ACH-000348,RPMI-7951,metastasis,malignant_melanoma,melanoma,Skin:Melanoma,SKCM,CVCL_1666,NCIt:C3224,Melanoma,BMGC_DS01559,melanoma,,,,
ACH-000349,HCC1500,primary,carcinoma,breast,Breast:Carcinoma,BRCA,CVCL_1254,NCIt:C4017,Breast ductal carcinoma,BMGC_DS08035,breast ductal carcinoma,,,,
ACH-000351,MKN1,metastasis,carcinoma,stomach,Gastric:Carcinoma,STAD,CVCL_1415,NCIt:C5474,Gastric adenosquamous carcinoma,BMGC_DS08728,gastric adenosquamous carcinoma,,,,
ACH-000352,HCC1428,metastasis,carcinoma,breast,Breast:Carcinoma,BRCA,CVCL_1252,NCIt:C5214,Breast adenocarcinoma,BMGC_DS07814,breast adenocarcinoma,,,,
ACH-000353,TE-15,primary,carcinoma,esophagus,Oesophagus:Carcinoma,ESCA,CVCL_1763,NCIt:C4024,Esophageal squamous cell carcinoma,BMGC_DS05334,esophageal squamous cell carcinoma,ORDO:Orphanet_99977,Squamous cell carcinoma of the esophagus,,
ACH-000354,Capan-1,metastasis,carcinoma,pancreas,Pancreas:Carcinoma,PAAD,CVCL_0237,NCIt:C9120,Pancreatic ductal adenocarcinoma,BMGC_DS08986,pancreatic ductal adenocarcinoma,,,,
ACH-000355,NCI-H82,metastasis,carcinoma,lung_small_cell,Lung:SCLC,SCLC,CVCL_1591,NCIt:C4917,Lung small cell carcinoma,BMGC_DS02887,lung small cell carcinoma,ORDO:Orphanet_70573,Small cell lung cancer,,
ACH-000357,JeKo-1,primary,lymphoid_neoplasm,lymphoma_other,Lymphoma:NH_B_cell,DLBC,CVCL_1865,NCIt:C4337,Mantle cell lymphoma,BMGC_DS07533,mantle cell lymphoma,ORDO:Orphanet_52416,Mantle cell lymphoma,BMGC_DS07533,mantle cell lymphoma
ACH-000358,NCI-H69,metastasis,carcinoma,lung_small_cell,Lung:SCLC,SCLC,CVCL_1579,NCIt:C4917,Lung small cell carcinoma,BMGC_DS02887,lung small cell carcinoma,ORDO:Orphanet_70573,Small cell lung cancer,,
ACH-000359,MG-63,primary,osteosarcoma,osteosarcoma,Bone:Sarcoma_Osteo,SARC,CVCL_0426,NCIt:C9145,Osteosarcoma,BMGC_DS01819,osteosarcoma,ORDO:Orphanet_668,Osteosarcoma,BMGC_DS01819,osteosarcoma
ACH-000360,NCI-H508,metastasis,carcinoma,colorectal,Colorectal:Carcinoma,COAD/READ,CVCL_1564,NCIt:C5543,Cecum adenocarcinoma,BMGC_DS08517,cecum adenocarcinoma,,,,
ACH-000361,SK-HEP-1,metastasis,carcinoma,liver,Liver:Carcinoma_Adeno,LIHC,CVCL_0525,NCIt:C7106,Liver and intrahepatic bile duct epithelial neoplasm,,,,,,
ACH-000362,MOLM-13,primary,haematopoietic_neoplasm,AML,Leukemia:AML,LAML,CVCL_2119,NCIt:C9154,Adult acute myeloid leukemia,,,ORDO:Orphanet_519,Acute myeloid leukemia,BMGC_DS01407,acute myeloid leukemia
ACH-000363,SK-MM-2,primary,lymphoid_neoplasm,multiple_myeloma,Lymphoma:Multiple_Myeloma,MM,CVCL_1699,NCIt:C3242,Plasma cell myeloma,BMGC_DS01639,plasma cell myeloma,ORDO:Orphanet_29073,Multiple myeloma,BMGC_DS01639,multiple myeloma
ACH-000365,SU-DHL-4,metastasis,lymphoid_neoplasm,lymphoma_DLBCL,Lymphoma:NH_B_cell,DLBC,CVCL_0539,NCIt:C36080,Diffuse large B-cell lymphoma germinal center B-cell type,,,ORDO:Orphanet_544,Diffuse large B-cell lymphoma,BMGC_DS02693,diffuse large B-cell lymphoma
ACH-000366,SK-N-DZ,metastasis,neuroblastoma,neuroblastoma,PNET:Neuroblastoma,NB,CVCL_1701,NCIt:C3270,Neuroblastoma,BMGC_DS01722,neuroblastoma,ORDO:Orphanet_635,Neuroblastoma,BMGC_DS01722,neuroblastoma
ACH-000367,NCI-H226,metastasis,carcinoma,lung_NSC,Lung:NSCLC_Squamous,LUSC,CVCL_1544,NCIt:C45662,Pleural epithelioid mesothelioma,,,ORDO:Orphanet_50251,Pleural mesothelioma,BMGC_DS09237,pleural mesothelioma
ACH-000369,MOLM-16,primary,haematopoietic_neoplasm,AML,Leukemia:AML,LAML,CVCL_2120,NCIt:C9154,Adult acute myeloid leukemia,,,ORDO:Orphanet_519,Acute myeloid leukemia,BMGC_DS01407,acute myeloid leukemia
ACH-000371,RL,metastasis,lymphoid_neoplasm,lymphoma_other,Lymphoma:NH_B_cell,DLBC,CVCL_1660,NCIt:C8851,Diffuse large B-cell lymphoma,BMGC_DS02693,diffuse large B-cell lymphoma,ORDO:Orphanet_544,Diffuse large B-cell lymphoma,BMGC_DS02693,diffuse large B-cell lymphoma
ACH-000373,SKM-1,primary,haematopoietic_neoplasm,AML,Leukemia:AML,LAML,CVCL_0098,NCIt:C9154,Adult acute myeloid leukemia,,,ORDO:Orphanet_519,Acute myeloid leukemia,BMGC_DS01407,acute myeloid leukemia
ACH-000374,HCC1143,primary,carcinoma,breast,Breast:Carcinoma,BRCA,CVCL_1245,NCIt:C4017,Breast ductal carcinoma,BMGC_DS08035,breast ductal carcinoma,,,,
ACH-000375,G-402,primary,rhabdoid_tumour,soft_tissue,Soft_Tissue:Sarcoma_Rhabdoid,SARC,CVCL_1221,NCIt:C3150,Kidney neoplasm,BMGC_DS01330,kidney neoplasm,,,,
ACH-000378,NCI-H647,metastasis,carcinoma,lung_NSC,Lung:NSCLC_Adeno,LUAD,CVCL_1574,NCIt:C9133,Lung adenosquamous carcinoma,,,,,,
ACH-000379,NCI-H1781,metastasis,carcinoma,lung_NSC,Lung:NSCLC_Adeno,LUAD,CVCL_1494,NCIt:C2923,Minimally invasive lung adenocarcinoma,BMGC_DS00367,minimally invasive lung adenocarcinoma,,,,
ACH-000380,KMS-12-BM,primary,lymphoid_neoplasm,multiple_myeloma,Lymphoma:Multiple_Myeloma,MM,CVCL_1334,NCIt:C3242,Plasma cell myeloma,BMGC_DS01639,plasma cell myeloma,ORDO:Orphanet_29073,Multiple myeloma,BMGC_DS01639,multiple myeloma
ACH-000381,T84,metastasis,carcinoma,colorectal,Colorectal:Carcinoma,COAD/READ,CVCL_0555,NCIt:C4349,Colon adenocarcinoma,BMGC_DS05624,colon adenocarcinoma,,,,
ACH-000386,KG-1,primary,haematopoietic_neoplasm,AML,Leukemia:AML,LAML,CVCL_0374,NCIt:C9154,Adult acute myeloid leukemia,,,ORDO:Orphanet_519,Acute myeloid leukemia,BMGC_DS01407,acute myeloid leukemia
ACH-000389,H4,primary,glioma,glioma,CNS:Glioma,LGG,CVCL_1239,NCIt:C60781,Astrocytoma,BMGC_DS20147,Astrocytoma,ORDO:Orphanet_94,Astrocytoma,BMGC_DS20147,Astrocytoma
ACH-000391,MHH-ES-1,metastasis,Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour,Ewings_Sarcoma,Bone:Sarcoma_Ewing,SARC,CVCL_1411,NCIt:C4817,Ewing sarcoma,BMGC_DS06886,Ewing sarcoma,ORDO:Orphanet_319,Ewing sarcoma,BMGC_DS06886,Ewing sarcoma
ACH-000392,Calu-3,metastasis,carcinoma,lung_NSC,Lung:NSCLC_Adeno,LUAD,CVCL_0609,NCIt:C3512,Lung adenocarcinoma,BMGC_DS02944,lung adenocarcinoma,,,,
ACH-000394,NCI-H2081,metastasis,carcinoma,lung_small_cell,Lung:SCLC,SCLC,CVCL_1522,NCIt:C4917,Lung small cell carcinoma,BMGC_DS02887,lung small cell carcinoma,ORDO:Orphanet_70573,Small cell lung cancer,,
ACH-000395,NCI-H520,primary,carcinoma,lung_NSC,Lung:NSCLC_Squamous,LUSC,CVCL_1566,NCIt:C3493,Lung squamous cell carcinoma,BMGC_DS02872,lung squamous cell carcinoma,,,,
ACH-000396,J82,primary,carcinoma,urinary_tract,Bladder:Carcinoma,BLCA,CVCL_0359,NCIt:C4912,Bladder carcinoma,BMGC_DS07053,bladder carcinoma,,,,
ACH-000399,NCI-H2196,metastasis,carcinoma,lung_small_cell,Lung:SCLC,SCLC,CVCL_1539,NCIt:C4917,Lung small cell carcinoma,BMGC_DS02887,lung small cell carcinoma,ORDO:Orphanet_70573,Small cell lung cancer,,
ACH-000400,SK-CO-1,primary,carcinoma,colorectal,Colorectal:Carcinoma,COAD/READ,CVCL_0626,NCIt:C4349,Colon adenocarcinoma,BMGC_DS05624,colon adenocarcinoma,,,,
ACH-000403,NCI-H747,metastasis,carcinoma,colorectal,Colorectal:Carcinoma,COAD/READ,CVCL_1587,NCIt:C5543,Cecum adenocarcinoma,BMGC_DS08517,cecum adenocarcinoma,,,,
ACH-000408,TE-5,primary,carcinoma,esophagus,Oesophagus:Carcinoma,ESCA,CVCL_1764,NCIt:C4024,Esophageal squamous cell carcinoma,BMGC_DS05334,esophageal squamous cell carcinoma,ORDO:Orphanet_99977,Squamous cell carcinoma of the esophagus,,
ACH-000411,769-P,primary,carcinoma,kidney,Kidney:Carcinoma,KIRC,CVCL_1050,NCIt:C9385,Renal cell carcinoma,BMGC_DS00375,renal cell carcinoma,ORDO:Orphanet_217071,Renal cell carcinoma,BMGC_DS00375,renal cell carcinoma
ACH-000414,NCI-H1944,metastasis,carcinoma,lung_NSC,Lung:NSCLC_Adeno,LUAD,CVCL_1508,NCIt:C3512,Lung adenocarcinoma,BMGC_DS02944,lung adenocarcinoma,,,,
ACH-000416,NCI-H838,metastasis,carcinoma,lung_NSC,Lung:NSCLC_Adeno,LUAD,CVCL_1594,NCIt:C3512,Lung adenocarcinoma,BMGC_DS02944,lung adenocarcinoma,,,,
ACH-000417,Panc 08.13,primary,carcinoma,pancreas,Pancreas:Carcinoma,PAAD,CVCL_1638,NCIt:C9120,Pancreatic ductal adenocarcinoma,BMGC_DS08986,pancreatic ductal adenocarcinoma,,,,
ACH-000420,SNU-449,primary,carcinoma,liver,Liver:HCC,LIHC,CVCL_0454,NCIt:C7956,Adult hepatocellular carcinoma,BMGC_DS05326,adult hepatocellular carcinoma,ORDO:Orphanet_210159,Adult hepatocellular carcinoma,BMGC_DS05326,adult hepatocellular carcinoma
ACH-000421,SW837,primary,carcinoma,colorectal,Colorectal:Carcinoma,COAD/READ,CVCL_1729,NCIt:C9383,Rectal adenocarcinoma,,,,,,
ACH-000422,SNU-475,primary,carcinoma,liver,Liver:HCC,LIHC,CVCL_0497,NCIt:C7956,Adult hepatocellular carcinoma,BMGC_DS05326,adult hepatocellular carcinoma,ORDO:Orphanet_210159,Adult hepatocellular carcinoma,BMGC_DS05326,adult hepatocellular carcinoma
ACH-000423,SK-MEL-3,metastasis,malignant_melanoma,melanoma,Skin:Melanoma,SKCM,CVCL_0550,NCIt:C3510,Cutaneous melanoma,BMGC_DS02930,cutaneous melanoma,,,,
ACH-000424,TC-71,primary,Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour,Ewings_Sarcoma,Bone:Sarcoma_Ewing,SARC,CVCL_2213,NCIt:C4817,Ewing sarcoma,BMGC_DS06886,Ewing sarcoma,ORDO:Orphanet_319,Ewing sarcoma,BMGC_DS06886,Ewing sarcoma
ACH-000425,UACC-62,primary,malignant_melanoma,melanoma,Skin:Melanoma,SKCM,CVCL_1780,NCIt:C3224,Melanoma,BMGC_DS01559,melanoma,,,,
ACH-000427,NCI-N87,metastasis,carcinoma,stomach,Gastric:Carcinoma,STAD,CVCL_1603,NCIt:C5473,Gastric tubular adenocarcinoma,BMGC_DS08742,gastric tubular adenocarcinoma,,,,
ACH-000428,UO-31,primary,carcinoma,kidney,Kidney:Carcinoma,KIRC,CVCL_1911,NCIt:C9385,Renal cell carcinoma,BMGC_DS00375,renal cell carcinoma,ORDO:Orphanet_217071,Renal cell carcinoma,BMGC_DS00375,renal cell carcinoma
ACH-000429,A-704,primary,carcinoma,kidney,Kidney:Carcinoma,KIRC,CVCL_1065,NCIt:C9385,Renal cell carcinoma,BMGC_DS00375,renal cell carcinoma,ORDO:Orphanet_217071,Renal cell carcinoma,BMGC_DS00375,renal cell carcinoma
ACH-000430,TYK-nu,primary,carcinoma,ovary,Ovary:Carcinoma,UNABLE TO CLASSIFY,CVCL_1776,NCIt:C105555,High grade ovarian serous adenocarcinoma,,,,,,
ACH-000431,NCI-H1694,metastasis,carcinoma,lung_small_cell,Lung:SCLC,SCLC,CVCL_1489,NCIt:C4917,Lung small cell carcinoma,BMGC_DS02887,lung small cell carcinoma,ORDO:Orphanet_70573,Small cell lung cancer,,
ACH-000432,BV-173,primary,haematopoietic_neoplasm,CML,Leukemia:CML,LCML,CVCL_0181,NCIt:C3174,"Chronic myelogenous leukemia, BCR-ABL1 positive",BMGC_DS01409,"chronic myelogenous leukemia, BCR-ABL1 positive",ORDO:Orphanet_521,Chronic myeloid leukemia,BMGC_DS01409,chronic myeloid leukemia
ACH-000433,Caki-1,metastasis,carcinoma,kidney,Kidney:Carcinoma,KIRC,CVCL_0234,NCIt:C4033,Clear cell renal cell carcinoma,BMGC_DS05359,clear cell renal cell carcinoma,ORDO:Orphanet_319276,Clear cell renal carcinoma,BMGC_DS05359,clear cell renal carcinoma
ACH-000434,NCI-H1915,metastasis,carcinoma,lung_NSC,Lung:NSCLC_Large_Cell,,CVCL_1505,NCIt:C2926,Lung non-small cell carcinoma,BMGC_DS00373,lung non-small cell carcinoma,,,,
ACH-000440,CA46,metastasis,lymphoid_neoplasm,lymphoma_Burkitt,Lymphoma:NH_B_cell,DLBC,CVCL_1101,NCIt:C2912,Burkitt lymphoma,BMGC_DS00331,Burkitt lymphoma,ORDO:Orphanet_543,Burkitt lymphoma,BMGC_DS00331,Burkitt lymphoma
ACH-000441,SH-4,metastasis,malignant_melanoma,melanoma,Skin:Melanoma,SKCM,CVCL_1692,NCIt:C3224,Melanoma,BMGC_DS01559,melanoma,,,,
ACH-000442,RERF-LC-Sq1,primary,carcinoma,lung_NSC,,LUSC,CVCL_1656,NCIt:C3493,Lung squamous cell carcinoma,BMGC_DS02872,lung squamous cell carcinoma,,,,
ACH-000443,OVKATE,primary,carcinoma,ovary,Ovary:Carcinoma,OV,CVCL_3110,NCIt:C105555,High grade ovarian serous adenocarcinoma,,,,,,
ACH-000447,NCI-H2228,primary,carcinoma,lung_NSC,Lung:NSCLC_Adeno,LUAD,CVCL_1543,NCIt:C3512,Lung adenocarcinoma,BMGC_DS02944,lung adenocarcinoma,,,,
ACH-000448,NCI-H1666,metastasis,carcinoma,lung_NSC,Lung:NSCLC_Adeno,LUAD,CVCL_1485,NCIt:C2923,Minimally invasive lung adenocarcinoma,BMGC_DS00367,minimally invasive lung adenocarcinoma,,,,
ACH-000449,MES-SA,primary,sarcoma,soft_tissue,Soft_Tissue:Sarcoma_Others,SARC,CVCL_1404,NCIt:C6339,Uterine corpus sarcoma,BMGC_DS05625,uterine corpus sarcoma,ORDO:Orphanet_213620,Sarcoma of the corpus uteri,,
ACH-000451,NCI-H2085,primary,carcinoma,lung_NSC,Lung:NSCLC_Adeno,LUAD,CVCL_1523,NCIt:C3512,Lung adenocarcinoma,BMGC_DS02944,lung adenocarcinoma,,,,
ACH-000452,TE-8,primary,carcinoma,esophagus,Oesophagus:Carcinoma,ESCA,CVCL_1766,NCIt:C4024,Esophageal squamous cell carcinoma,BMGC_DS05334,esophageal squamous cell carcinoma,ORDO:Orphanet_99977,Squamous cell carcinoma of the esophagus,,
ACH-000456,B-CPAP,primary,carcinoma,thyroid,Thyroid:Carcinoma,THCA,CVCL_0153,NCIt:C6040,Poorly differentiated thyroid gland carcinoma,,,ORDO:Orphanet_100088,Thyroid carcinoma,,
